post_id,platform,content_format,content_genre,caption,locality,age_group,post_date,views,likes,shares,comments,trending
CHN01618,tiktok,stitch,food,Overpriced and underwhelming — will not be returning,Tambaram,18-24,2024-06-05,26271,3315,526,738,False
CHN01619,instagram,post,entertainment,This song has been on repeat and I still hate it somehow,Adyar,13-17,2023-02-26,12728,742,666,359,False
CHN01620,tiktok,stitch,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,Porur,35-50,2024-11-08,11095,616,201,127,False
CHN01621,youtube,live,fitness,Injured again because of bad form advice online. Frustrated.,Porur,18-24,2023-05-11,153782,7074,3106,836,False
CHN01622,tiktok,stitch,education,Learning something new every single day — growth mindset 💡,OMR,25-34,2023-01-27,47832,1758,1834,1084,False
CHN01623,tiktok,duet,entertainment,Total waste of time — worst screenplay I have seen,Adyar,35-50,2023-09-13,4724,296,93,42,False
CHN01624,instagram,story,travel,Worst travel experience of my life — avoid this agency,Nungambakkam,18-24,2024-02-26,22563,2592,520,374,False
CHN01625,tiktok,video,finance,Comparing different investment options this week,T Nagar,35-50,2024-02-15,94539,11682,2643,1425,False
CHN01626,instagram,reel,technology,Just upgraded my setup — productivity through the roof!,T Nagar,35-50,2024-02-21,39893,4185,1010,619,False
CHN01627,instagram,story,food,Overpriced and underwhelming — will not be returning,Tambaram,25-34,2024-06-15,38324,2990,919,801,False
CHN01628,tiktok,stitch,finance,Just made my first profitable investment — so exciting! 📈,Tambaram,25-34,2023-07-27,16123,1491,231,95,False
CHN01629,twitter,tweet,food,"Exploring new cafes this weekend, stay tuned",Tambaram,25-34,2024-11-16,384,56,9,9,False
CHN01630,twitter,reply,technology,Privacy concerns with this app are genuinely worrying,Tambaram,18-24,2024-03-07,7826,847,196,212,False
CHN01631,instagram,story,travel,Flight was delayed 4 hours and hotel overbooked. Disaster.,T Nagar,18-24,2024-11-30,48867,1923,568,572,False
CHN01632,youtube,live,food,Really disappointed with the new menu changes here,Tambaram,25-34,2023-08-08,105688,12089,2796,959,False
CHN01633,twitter,thread,fashion,Finally found the perfect fit for my style 🔥,T Nagar,25-34,2023-10-09,1211,95,55,20,False
CHN01634,instagram,reel,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,T Nagar,25-34,2023-06-04,46285,3540,2191,426,False
CHN01635,youtube,live,travel,This hidden beach near Chennai is a total paradise!,Nungambakkam,50+,2024-06-29,24645,3201,530,387,False
CHN01636,instagram,reel,technology,AI tools are changing everything about how I work 🚀,OMR,18-24,2023-11-05,16399,963,895,273,False
CHN01637,instagram,reel,fitness,Injured again because of bad form advice online. Frustrated.,Tambaram,50+,2023-11-26,6012,634,259,49,False
CHN01638,instagram,carousel,fitness,Injured again because of bad form advice online. Frustrated.,Perambur,13-17,2023-09-29,27695,3881,1530,601,False
CHN01639,youtube,short,fashion,This look is absolutely stunning — turning heads everywhere,T Nagar,18-24,2024-04-10,117932,4407,2791,2506,False
CHN01640,twitter,thread,technology,Tech companies keep promising and underdelivering. Annoyed.,Nungambakkam,18-24,2023-04-01,2295,190,132,48,False
CHN01641,youtube,video,fashion,Finally found the perfect fit for my style 🔥,T Nagar,35-50,2024-08-18,177296,6421,2363,1698,True
CHN01642,youtube,live,education,Currently studying for my upcoming exam — wish me luck,T Nagar,35-50,2024-08-30,174241,19555,8988,4440,True
CHN01643,tiktok,stitch,fitness,Trying a new workout split this month — tracking progress,Anna Nagar,50+,2024-10-01,63569,5693,920,1231,False
CHN01644,youtube,video,finance,Banks keep adding hidden charges — absolutely infuriating,Velachery,13-17,2024-06-18,20683,2394,560,569,False
CHN01645,instagram,story,travel,Tourist traps everywhere — completely ruined the trip,Nungambakkam,18-24,2023-10-22,19951,2422,553,572,False
CHN01646,instagram,carousel,technology,AI tools are changing everything about how I work 🚀,OMR,25-34,2024-08-09,2454,117,54,12,False
CHN01647,instagram,post,entertainment,So disappointed by the ending — ruined the whole series,Perambur,18-24,2024-04-27,35851,3563,1419,986,False
CHN01648,instagram,story,technology,AI tools are changing everything about how I work 🚀,Porur,35-50,2024-06-09,17619,1774,802,403,False
CHN01649,twitter,reply,fitness,Morning run along the Marina Beach — feeling incredible! 🏃,Tambaram,35-50,2024-10-17,1476,123,45,35,False
CHN01650,instagram,reel,travel,Planning a solo trip next month — any suggestions?,T Nagar,25-34,2024-10-27,24504,1427,358,141,False
CHN01651,tiktok,stitch,fitness,This workout routine completely transformed my energy levels,OMR,35-50,2023-06-09,26465,3422,1193,152,False
CHN01652,instagram,story,technology,Privacy concerns with this app are genuinely worrying,OMR,35-50,2024-05-16,43608,2956,1451,603,False
CHN01653,instagram,carousel,technology,Just upgraded my setup — productivity through the roof!,Nungambakkam,35-50,2023-12-18,45427,4779,517,971,False
CHN01654,youtube,short,fitness,This workout routine completely transformed my energy levels,Porur,18-24,2024-02-19,134380,10955,3836,3446,False
CHN01655,youtube,video,food,Best filter coffee in Chennai — no debate needed ☕,Chromepet,35-50,2024-06-24,172651,17172,9623,1875,True
CHN01656,youtube,short,food,Really disappointed with the new menu changes here,Velachery,18-24,2023-09-23,168723,10874,9246,2833,False
CHN01657,twitter,reply,technology,AI tools are changing everything about how I work 🚀,Velachery,25-34,2024-09-19,1653,89,75,42,False
CHN01658,youtube,live,fashion,This look is absolutely stunning — turning heads everywhere,Adyar,13-17,2023-07-21,193809,10502,8163,4909,True
CHN01659,instagram,carousel,fashion,Why does fast fashion keep failing us? So frustrating,Velachery,25-34,2023-12-15,6762,655,217,168,False
CHN01660,youtube,short,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,Velachery,35-50,2023-10-06,6839,476,227,125,False
CHN01661,tiktok,video,finance,Lost money following random stock tips online. Lesson learnt.,Nungambakkam,50+,2023-03-27,18510,1557,976,345,False
CHN01662,tiktok,duet,food,Best filter coffee in Chennai — no debate needed ☕,Anna Nagar,25-34,2024-03-06,26635,2261,492,536,False
CHN01663,twitter,tweet,fitness,Fitness influencers selling unrealistic body standards. Stop.,Tambaram,18-24,2023-02-17,2519,221,63,45,False
CHN01664,youtube,video,entertainment,This movie was absolutely mind-blowing — watch it now! 🎬,Adyar,50+,2023-12-30,180451,7569,5229,2009,True
CHN01665,instagram,carousel,fitness,Rest day today — recovery is just as important as training,Chromepet,35-50,2024-12-08,33375,3673,514,220,False
CHN01666,instagram,story,food,Simple home cooked meal today — nothing fancy,OMR,35-50,2023-12-28,30927,1126,1366,766,False
CHN01667,twitter,thread,food,Simple home cooked meal today — nothing fancy,Tambaram,35-50,2023-10-16,4055,594,81,30,False
CHN01668,twitter,thread,education,Currently studying for my upcoming exam — wish me luck,Chromepet,18-24,2024-09-20,8478,875,172,181,False
CHN01669,youtube,video,food,Simple home cooked meal today — nothing fancy,Nungambakkam,18-24,2023-01-03,53323,2592,1722,1354,False
CHN01670,tiktok,stitch,entertainment,New episode drops tonight — no spoilers in comments please,OMR,35-50,2024-02-26,96092,9870,3666,2003,False
CHN01671,instagram,story,fashion,Not sure about this trend honestly — feels overdone,OMR,25-34,2023-11-15,42187,3008,2317,518,False
CHN01672,youtube,video,technology,Review of this device after 30 days of usage,Tambaram,25-34,2024-01-17,12370,1707,197,108,False
CHN01673,instagram,post,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,OMR,18-24,2023-08-21,41843,2169,774,346,False
CHN01674,instagram,post,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,T Nagar,25-34,2024-02-02,41994,3522,1143,384,False
CHN01675,instagram,reel,fashion,This collection is disappointing compared to last season,T Nagar,35-50,2024-01-10,45361,5777,785,897,False
CHN01676,youtube,short,technology,Just upgraded my setup — productivity through the roof!,T Nagar,35-50,2024-08-06,192172,17978,10115,1486,True
CHN01677,youtube,short,travel,This hidden beach near Chennai is a total paradise!,OMR,25-34,2023-12-03,56781,3601,2934,468,False
CHN01678,youtube,live,finance,Saving 40% of income this year — best decision ever made,OMR,35-50,2023-02-08,84980,6425,3414,1260,False
CHN01679,youtube,live,technology,Just upgraded my setup — productivity through the roof!,Anna Nagar,50+,2023-07-10,9879,1360,334,156,False
CHN01680,twitter,thread,travel,Ooty in monsoon season is breathtakingly beautiful ☁️,Velachery,25-34,2024-02-15,7692,786,146,48,False
CHN01681,twitter,reply,food,"Exploring new cafes this weekend, stay tuned",Velachery,18-24,2023-12-19,4082,203,122,44,False
CHN01682,tiktok,duet,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,Tambaram,25-34,2024-01-26,32533,4705,849,845,False
CHN01683,youtube,live,fitness,This workout routine completely transformed my energy levels,Tambaram,18-24,2024-04-06,106335,13646,4412,2597,False
CHN01684,twitter,tweet,travel,Planning a solo trip next month — any suggestions?,Perambur,35-50,2023-10-31,8443,256,268,51,False
CHN01685,twitter,tweet,education,Just completed my Python certification — so proud! 🎓,Chromepet,25-34,2024-02-29,756,108,37,14,False
CHN01686,instagram,story,technology,Privacy concerns with this app are genuinely worrying,Chromepet,35-50,2023-06-08,47376,3514,2077,1082,False
CHN01687,tiktok,duet,finance,Lost money following random stock tips online. Lesson learnt.,Adyar,25-34,2023-11-13,59962,8797,3385,1368,False
CHN01688,youtube,live,fitness,Fitness influencers selling unrealistic body standards. Stop.,Chromepet,50+,2024-04-30,120911,4491,4885,3195,False
CHN01689,youtube,short,education,This tutorial was completely wrong and wasted my time,Adyar,18-24,2024-05-28,102328,14514,4363,933,False
CHN01690,tiktok,video,technology,Another overpriced gadget that breaks in 3 months. Tired.,Velachery,50+,2024-08-04,62679,8120,1356,986,False
CHN01691,instagram,carousel,fashion,Obsessed with this new outfit drop! Love the vibes ✨,Porur,18-24,2023-07-18,18129,2003,302,296,False
CHN01692,tiktok,video,food,"Exploring new cafes this weekend, stay tuned",T Nagar,18-24,2023-06-05,58897,2626,2488,849,False
CHN01693,youtube,short,education,Just completed my Python certification — so proud! 🎓,OMR,13-17,2024-09-22,162691,19753,7267,2727,False
CHN01694,twitter,thread,travel,Pondicherry weekend trip was absolutely magical 🌊,OMR,18-24,2023-10-06,1815,253,81,24,False
CHN01695,twitter,thread,education,This course completely changed how I think about data,Velachery,18-24,2023-05-18,4716,174,267,66,False
CHN01696,youtube,video,travel,Road trip highlights from last weekend — part one,Chromepet,25-34,2024-12-23,17731,1395,280,502,False
CHN01697,twitter,tweet,fashion,This look is absolutely stunning — turning heads everywhere,Velachery,25-34,2024-01-07,5390,695,133,132,False
CHN01698,instagram,story,fashion,Not sure about this trend honestly — feels overdone,Tambaram,25-34,2024-05-14,1044,143,33,29,False
CHN01699,twitter,tweet,fitness,Fitness influencers selling unrealistic body standards. Stop.,Adyar,35-50,2024-05-20,8126,820,218,227,False
CHN01700,youtube,video,travel,Road trip highlights from last weekend — part one,Anna Nagar,35-50,2024-03-28,51144,2616,929,820,False
CHN01701,instagram,carousel,fashion,This collection is disappointing compared to last season,Perambur,18-24,2024-05-06,13020,1598,522,357,False
CHN01702,tiktok,duet,fashion,"Trying out a new aesthetic this week, let me know thoughts",Anna Nagar,13-17,2024-04-08,50841,4238,1119,948,False
CHN01703,youtube,video,food,The service was terrible and food arrived cold. Avoid.,OMR,25-34,2023-07-21,175445,17559,5706,5207,True
CHN01704,twitter,tweet,fashion,Neutral look today — just keeping it simple and clean,Velachery,50+,2024-02-28,8626,400,259,44,False
CHN01705,youtube,short,fashion,Why does fast fashion keep failing us? So frustrating,Tambaram,35-50,2024-04-26,157646,18810,2458,3334,False
CHN01706,youtube,video,fashion,Why does fast fashion keep failing us? So frustrating,Porur,25-34,2024-08-12,134343,17596,7771,1782,False
CHN01707,instagram,reel,finance,Comparing different investment options this week,OMR,18-24,2024-08-16,12628,1747,616,336,False
CHN01708,twitter,thread,travel,Worst travel experience of my life — avoid this agency,T Nagar,35-50,2024-04-16,6913,266,342,178,False
CHN01709,tiktok,duet,technology,Review of this device after 30 days of usage,Nungambakkam,18-24,2023-08-18,45484,3538,1251,1190,False
CHN01710,youtube,short,fitness,Gym was packed and equipment broken — worst experience,Adyar,25-34,2024-01-24,77946,6216,1537,468,False
CHN01711,instagram,story,fitness,Morning run along the Marina Beach — feeling incredible! 🏃,Adyar,25-34,2023-11-24,7730,652,324,94,False
CHN01712,youtube,video,technology,Just upgraded my setup — productivity through the roof!,Anna Nagar,35-50,2023-08-07,92137,8510,3625,771,False
CHN01713,instagram,carousel,fashion,Why does fast fashion keep failing us? So frustrating,T Nagar,18-24,2024-01-22,43156,2775,1841,325,False
CHN01714,twitter,reply,technology,Another overpriced gadget that breaks in 3 months. Tired.,Chromepet,35-50,2024-06-17,2957,140,90,28,False
CHN01715,tiktok,duet,finance,Just made my first profitable investment — so exciting! 📈,Nungambakkam,18-24,2023-06-10,29300,1047,769,363,False
CHN01716,youtube,live,fashion,Neutral look today — just keeping it simple and clean,Nungambakkam,35-50,2023-10-28,24858,3091,873,420,False
CHN01717,tiktok,stitch,travel,Road trip highlights from last weekend — part one,Velachery,35-50,2023-03-09,16087,1047,440,312,False
CHN01718,youtube,short,entertainment,Total waste of time — worst screenplay I have seen,Porur,35-50,2023-06-01,63409,2619,3263,1671,False
CHN01719,twitter,tweet,education,This tutorial was completely wrong and wasted my time,Nungambakkam,25-34,2023-12-13,5197,553,125,91,False
CHN01720,instagram,reel,travel,Planning a solo trip next month — any suggestions?,T Nagar,35-50,2023-04-26,19610,990,679,293,False
CHN01721,tiktok,video,fitness,This workout routine completely transformed my energy levels,OMR,35-50,2024-06-02,34314,2328,1960,1029,False
CHN01722,twitter,tweet,fashion,"Trying out a new aesthetic this week, let me know thoughts",Velachery,25-34,2023-05-04,2469,275,33,38,False
CHN01723,tiktok,video,travel,This hidden beach near Chennai is a total paradise!,T Nagar,13-17,2024-02-23,53729,2481,712,1247,False
CHN01724,tiktok,video,finance,Lost money following random stock tips online. Lesson learnt.,Adyar,18-24,2023-01-06,95448,8989,2529,2487,False
CHN01725,tiktok,duet,fashion,Obsessed with this new outfit drop! Love the vibes ✨,T Nagar,35-50,2024-08-17,94916,13601,5206,1401,False
CHN01726,youtube,live,entertainment,Best Tamil film of the year without any question 🌟,Adyar,25-34,2024-09-14,51229,3895,2003,334,False
CHN01727,instagram,story,food,Simple home cooked meal today — nothing fancy,T Nagar,18-24,2023-05-04,12527,1445,479,343,False
CHN01728,youtube,live,technology,AI tools are changing everything about how I work 🚀,Porur,25-34,2023-01-06,42748,1891,1477,1067,False
CHN01729,youtube,short,fashion,This collection is disappointing compared to last season,Perambur,18-24,2023-03-29,124107,9124,6794,2979,False
CHN01730,twitter,tweet,education,This course completely changed how I think about data,Velachery,35-50,2023-09-14,7264,975,136,105,False
CHN01731,tiktok,stitch,fitness,Rest day today — recovery is just as important as training,Porur,25-34,2024-11-18,52636,6424,1761,806,False
CHN01732,tiktok,stitch,entertainment,Finished the series — mixed feelings overall honestly,Velachery,25-34,2024-04-04,63119,9286,1811,1831,False
CHN01733,instagram,post,fitness,Injured again because of bad form advice online. Frustrated.,Chromepet,35-50,2024-02-23,15635,1779,595,191,False
CHN01734,twitter,tweet,finance,Comparing different investment options this week,OMR,25-34,2024-01-13,1264,88,24,19,False
CHN01735,twitter,tweet,fashion,Neutral look today — just keeping it simple and clean,OMR,50+,2024-01-08,1712,177,83,32,False
CHN01736,tiktok,video,fitness,Rest day today — recovery is just as important as training,Adyar,18-24,2023-03-06,99679,10945,5417,2556,False
CHN01737,twitter,reply,fashion,Finally found the perfect fit for my style 🔥,Chromepet,13-17,2023-10-21,2983,393,90,39,False
CHN01738,twitter,tweet,food,Best filter coffee in Chennai — no debate needed ☕,Anna Nagar,18-24,2023-02-07,1361,160,66,36,False
CHN01739,twitter,thread,food,Best filter coffee in Chennai — no debate needed ☕,Perambur,25-34,2023-09-08,8746,1119,204,248,False
CHN01740,instagram,carousel,education,Education system needs serious reform — very concerning,OMR,35-50,2023-12-29,4606,429,215,26,False
CHN01741,tiktok,duet,travel,Worst travel experience of my life — avoid this agency,Porur,25-34,2023-07-09,77465,7037,1222,1588,False
CHN01742,youtube,live,travel,Road trip highlights from last weekend — part one,Chromepet,13-17,2024-11-13,95631,7629,1977,805,False
CHN01743,youtube,video,fitness,Trying a new workout split this month — tracking progress,T Nagar,25-34,2024-06-08,78144,3443,3704,1890,False
CHN01744,tiktok,duet,education,Learning something new every single day — growth mindset 💡,Anna Nagar,13-17,2024-05-26,16711,1207,723,288,False
CHN01745,twitter,tweet,fashion,Neutral look today — just keeping it simple and clean,Chromepet,13-17,2024-07-07,6856,251,298,52,False
CHN01746,tiktok,video,finance,Monthly budget review — transparent breakdown coming up,Porur,13-17,2024-06-23,92673,7506,4819,2160,False
CHN01747,tiktok,duet,fitness,Rest day today — recovery is just as important as training,OMR,35-50,2023-05-16,24901,794,1280,561,False
CHN01748,tiktok,video,travel,Flight was delayed 4 hours and hotel overbooked. Disaster.,Anna Nagar,18-24,2024-06-17,54283,3312,2517,1252,False
CHN01749,youtube,short,fashion,"Trying out a new aesthetic this week, let me know thoughts",Velachery,18-24,2024-04-11,8142,985,261,83,False
CHN01750,instagram,reel,education,Education system needs serious reform — very concerning,Porur,18-24,2023-03-22,48224,3207,686,522,False
CHN01751,youtube,short,fashion,Why does fast fashion keep failing us? So frustrating,Velachery,50+,2023-11-30,51599,3080,662,394,False
CHN01752,youtube,short,finance,Crypto market is a complete disaster right now. Stressed.,OMR,35-50,2024-03-30,156885,21548,8345,1563,True
CHN01753,instagram,reel,entertainment,New episode drops tonight — no spoilers in comments please,Anna Nagar,13-17,2023-11-16,48862,5314,2633,895,False
CHN01754,instagram,story,finance,Lost money following random stock tips online. Lesson learnt.,Anna Nagar,25-34,2024-03-29,18346,2689,289,459,False
CHN01755,instagram,carousel,education,This tutorial was completely wrong and wasted my time,Porur,25-34,2023-02-17,33120,3072,1685,329,False
CHN01756,youtube,short,finance,Banks keep adding hidden charges — absolutely infuriating,Chromepet,18-24,2024-04-03,31015,4581,1144,612,False
CHN01757,tiktok,stitch,food,Simple home cooked meal today — nothing fancy,Velachery,25-34,2023-01-21,84573,7837,4934,780,False
CHN01758,twitter,tweet,travel,Ooty in monsoon season is breathtakingly beautiful ☁️,Velachery,35-50,2023-03-08,9215,1065,523,56,False
CHN01759,instagram,story,food,"Exploring new cafes this weekend, stay tuned",Porur,18-24,2023-03-04,40663,1710,1280,241,False
CHN01760,instagram,carousel,finance,Monthly budget review — transparent breakdown coming up,OMR,18-24,2023-04-19,5420,399,90,129,False
CHN01761,youtube,video,entertainment,This song has been on repeat and I still hate it somehow,Velachery,25-34,2023-05-22,128755,6321,4789,781,False
CHN01762,instagram,reel,technology,AI tools are changing everything about how I work 🚀,T Nagar,25-34,2024-02-16,29818,1045,570,818,False
CHN01763,tiktok,stitch,entertainment,So disappointed by the ending — ruined the whole series,Adyar,35-50,2024-06-29,49623,6852,2949,382,False
CHN01764,instagram,story,education,Currently studying for my upcoming exam — wish me luck,Chromepet,50+,2023-08-26,27000,3357,1029,173,False
CHN01765,tiktok,video,fitness,Morning run along the Marina Beach — feeling incredible! 🏃,Anna Nagar,25-34,2023-02-25,8047,768,144,181,False
CHN01766,instagram,story,entertainment,Total waste of time — worst screenplay I have seen,T Nagar,25-34,2023-07-11,38890,5421,1419,976,False
CHN01767,instagram,story,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,Anna Nagar,18-24,2024-02-27,27112,2293,1445,233,False
CHN01768,tiktok,duet,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,Tambaram,18-24,2024-04-08,54348,4723,677,1218,False
CHN01769,instagram,post,travel,Pondicherry weekend trip was absolutely magical 🌊,OMR,25-34,2023-03-14,21732,776,702,502,False
CHN01770,twitter,thread,entertainment,Total waste of time — worst screenplay I have seen,OMR,50+,2023-04-27,3608,252,153,42,False
CHN01771,instagram,carousel,fashion,Why does fast fashion keep failing us? So frustrating,Anna Nagar,35-50,2024-02-26,10892,358,189,198,False
CHN01772,tiktok,stitch,fitness,Rest day today — recovery is just as important as training,T Nagar,18-24,2023-03-20,40903,4644,2396,404,False
CHN01773,instagram,reel,travel,Ooty in monsoon season is breathtakingly beautiful ☁️,Adyar,25-34,2024-05-18,6141,476,113,143,False
CHN01774,instagram,post,food,Overpriced and underwhelming — will not be returning,Adyar,35-50,2023-06-02,37388,4659,692,1032,False
CHN01775,youtube,live,education,Book review coming soon — interesting read so far,Velachery,35-50,2023-02-13,175697,6894,4716,1220,True
CHN01776,instagram,story,fashion,"Trying out a new aesthetic this week, let me know thoughts",T Nagar,18-24,2024-11-01,29279,3463,686,617,False
CHN01777,instagram,post,entertainment,New episode drops tonight — no spoilers in comments please,T Nagar,25-34,2023-12-29,3109,114,158,24,False
CHN01778,instagram,story,education,Education system needs serious reform — very concerning,Anna Nagar,35-50,2024-02-12,13754,1927,730,307,False
CHN01779,youtube,live,technology,Tech companies keep promising and underdelivering. Annoyed.,Nungambakkam,18-24,2024-08-11,114581,6682,6242,2454,False
CHN01780,tiktok,duet,entertainment,Best Tamil film of the year without any question 🌟,Porur,35-50,2024-03-16,21351,2694,825,195,False
CHN01781,youtube,short,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,Porur,18-24,2023-01-25,119947,16977,3496,1320,False
CHN01782,youtube,video,education,Just completed my Python certification — so proud! 🎓,Chromepet,18-24,2023-01-22,140672,19435,3587,1379,False
CHN01783,twitter,tweet,travel,Flight was delayed 4 hours and hotel overbooked. Disaster.,T Nagar,13-17,2024-03-05,5941,450,338,36,False
CHN01784,instagram,story,entertainment,Total waste of time — worst screenplay I have seen,Adyar,18-24,2024-12-27,30847,1250,413,281,False
CHN01785,instagram,carousel,fashion,This collection is disappointing compared to last season,Perambur,25-34,2023-12-12,27461,3471,488,821,False
CHN01786,instagram,reel,food,This biryani from Murugan Idli Shop is absolutely divine! 😍,Anna Nagar,25-34,2023-12-28,23029,1781,859,574,False
CHN01787,tiktok,video,food,"Exploring new cafes this weekend, stay tuned",Nungambakkam,25-34,2023-03-20,39073,2659,574,1165,False
CHN01788,youtube,live,entertainment,Laughed so hard at this show — highly recommend binging,Velachery,35-50,2024-01-03,150392,21643,4209,2788,False
CHN01789,tiktok,video,fitness,Morning run along the Marina Beach — feeling incredible! 🏃,OMR,35-50,2023-10-19,35218,5246,438,276,False
CHN01790,twitter,reply,education,This tutorial was completely wrong and wasted my time,Adyar,18-24,2024-11-04,4272,400,201,96,False
CHN01791,youtube,live,travel,Worst travel experience of my life — avoid this agency,Chromepet,25-34,2024-08-17,120834,9476,6553,2372,False
CHN01792,youtube,short,technology,Tech companies keep promising and underdelivering. Annoyed.,Adyar,25-34,2023-03-31,180063,6065,5840,1860,True
CHN01793,tiktok,duet,entertainment,Finished the series — mixed feelings overall honestly,Velachery,50+,2024-09-05,47152,4870,2758,420,False
CHN01794,youtube,short,fashion,"Trying out a new aesthetic this week, let me know thoughts",Velachery,25-34,2023-10-15,22838,3172,563,342,False
CHN01795,twitter,thread,travel,Flight was delayed 4 hours and hotel overbooked. Disaster.,Perambur,35-50,2023-11-04,6768,742,260,71,False
CHN01796,instagram,carousel,finance,Crypto market is a complete disaster right now. Stressed.,Tambaram,18-24,2024-12-09,4150,334,206,90,False
CHN01797,instagram,reel,finance,Financial freedom is possible with the right discipline,T Nagar,25-34,2023-06-18,36508,2340,531,827,False
CHN01798,instagram,post,fashion,Why does fast fashion keep failing us? So frustrating,Velachery,50+,2023-11-07,1764,204,72,17,False
CHN01799,instagram,reel,fitness,Fitness influencers selling unrealistic body standards. Stop.,OMR,13-17,2024-05-26,13888,1069,251,415,False
CHN01800,youtube,video,entertainment,New episode drops tonight — no spoilers in comments please,Adyar,35-50,2023-04-25,3151,175,89,66,False
CHN01801,youtube,short,food,Really disappointed with the new menu changes here,Adyar,35-50,2024-01-22,1303,71,16,35,False
CHN01802,youtube,short,fitness,Injured again because of bad form advice online. Frustrated.,Velachery,18-24,2023-06-04,16493,1371,918,491,False
CHN01803,instagram,post,fitness,Fitness influencers selling unrealistic body standards. Stop.,Chromepet,35-50,2024-12-21,47836,5675,723,1042,False
CHN01804,youtube,video,fashion,Not sure about this trend honestly — feels overdone,Porur,50+,2023-02-10,153613,16887,5300,958,False
CHN01805,youtube,video,fashion,Not sure about this trend honestly — feels overdone,Chromepet,35-50,2024-07-20,70347,3353,3572,1412,False
CHN01806,instagram,post,food,Simple home cooked meal today — nothing fancy,T Nagar,13-17,2023-10-05,26091,1355,1222,405,False
CHN01807,youtube,live,food,Tried the new place in T Nagar — completely worth the hype!,Anna Nagar,25-34,2023-04-02,199288,17451,11745,3285,True
CHN01808,instagram,carousel,education,Just completed my Python certification — so proud! 🎓,Anna Nagar,18-24,2023-08-09,34597,2958,424,292,False
CHN01809,youtube,short,food,The service was terrible and food arrived cold. Avoid.,Velachery,25-34,2023-07-01,55052,6636,1174,436,False
CHN01810,instagram,carousel,travel,Planning a solo trip next month — any suggestions?,Porur,13-17,2024-02-25,2680,320,146,53,False
CHN01811,instagram,reel,finance,Monthly budget review — transparent breakdown coming up,Porur,18-24,2023-12-15,47079,2613,1619,503,False
CHN01812,instagram,post,technology,Another overpriced gadget that breaks in 3 months. Tired.,T Nagar,50+,2024-05-22,9689,1416,247,94,False
CHN01813,instagram,carousel,education,Online courses are getting too expensive for what they offer,Tambaram,13-17,2024-08-10,9136,1142,436,132,False
CHN01814,instagram,post,food,Really disappointed with the new menu changes here,Velachery,25-34,2023-02-04,28862,3042,440,787,False
CHN01815,youtube,live,food,Tried the new place in T Nagar — completely worth the hype!,Anna Nagar,18-24,2023-06-22,138207,17598,3721,1861,False
CHN01816,tiktok,duet,fashion,Finally found the perfect fit for my style 🔥,Nungambakkam,35-50,2024-02-22,79207,8034,892,1111,False
CHN01817,instagram,carousel,food,Best filter coffee in Chennai — no debate needed ☕,Velachery,50+,2024-04-27,17267,902,960,176,False
CHN01818,tiktok,stitch,fitness,This workout routine completely transformed my energy levels,Tambaram,18-24,2023-07-02,37740,3923,920,300,False
CHN01819,youtube,live,education,This tutorial was completely wrong and wasted my time,Anna Nagar,18-24,2024-04-11,127470,12937,2283,1624,False
CHN01820,instagram,post,fitness,This workout routine completely transformed my energy levels,Velachery,25-34,2024-07-28,6266,799,118,108,False
CHN01821,instagram,story,education,This course completely changed how I think about data,T Nagar,25-34,2024-07-13,1952,238,111,44,False
CHN01822,tiktok,video,fitness,Injured again because of bad form advice online. Frustrated.,T Nagar,18-24,2023-05-19,96639,4613,2821,1150,False
CHN01823,youtube,short,technology,Tech companies keep promising and underdelivering. Annoyed.,Anna Nagar,18-24,2023-12-25,146009,6373,5205,1759,False
CHN01824,youtube,short,fashion,Why does fast fashion keep failing us? So frustrating,Velachery,35-50,2024-11-29,163127,21130,5799,1987,False
CHN01825,youtube,live,fashion,This collection is disappointing compared to last season,Anna Nagar,35-50,2023-10-30,122377,10531,5837,3268,False
CHN01826,youtube,short,food,The service was terrible and food arrived cold. Avoid.,T Nagar,35-50,2024-02-22,16153,1493,705,361,False
CHN01827,tiktok,duet,travel,Ooty in monsoon season is breathtakingly beautiful ☁️,Velachery,35-50,2024-05-18,27635,3677,362,413,False
CHN01828,instagram,reel,fitness,Morning run along the Marina Beach — feeling incredible! 🏃,T Nagar,50+,2023-05-16,23745,1030,856,681,False
CHN01829,instagram,story,food,"Exploring new cafes this weekend, stay tuned",Velachery,25-34,2023-03-13,4180,130,51,33,False
CHN01830,tiktok,stitch,entertainment,Best Tamil film of the year without any question 🌟,T Nagar,18-24,2023-03-15,99669,10496,2627,1070,False
CHN01831,youtube,live,technology,Unboxing the new laptop today — first impressions coming,T Nagar,18-24,2023-01-15,58249,7286,999,666,False
CHN01832,instagram,carousel,travel,Worst travel experience of my life — avoid this agency,Porur,25-34,2024-02-12,12048,1548,592,107,False
CHN01833,instagram,story,finance,Just made my first profitable investment — so exciting! 📈,OMR,35-50,2023-07-20,40060,3185,404,638,False
